image_id,class_name,iou,dice,pred_coverage_pct,gt_coverage_pct,elapsed_s,status
2008_006554_bus,bus,0.0,0.0,2.38,24.84,0.27,ok
2008_006554_person,person,0.0,0.0,0.0,4.95,0.27,ok
2007_005354_motorbike,motorbike,0.0,0.0,1.25,23.32,0.32,ok
2007_005354_person,person,0.0,0.0,0.0,4.34,0.32,ok
2010_000904_dog,dog,0.0,0.0,0.0,63.41,0.26,ok
2010_004815_cat,cat,0.0,0.0,0.0,14.68,0.28,ok
2010_004815_person,person,0.0,0.0,0.0,14.44,0.28,ok
2009_004324_bottle,bottle,0.0,0.0,0.0,9.87,0.3,ok
2008_001074_person,person,0.0,0.0,0.0,26.23,0.27,ok
2011_001984_dog,dog,0.0003,0.0006,2.92,24.67,0.24,ok
2011_000396_horse,horse,0.0,0.0,1.05,3.23,0.28,ok
2008_003210_person,person,0.0,0.0,0.0,53.89,0.24,ok
2007_001289_bird,bird,0.0,0.0,0.0,4.03,0.24,ok
2007_003188_bicycle,bicycle,0.0,0.0,0.71,6.56,0.28,ok
2007_003188_person,person,0.0,0.0,0.0,17.24,0.28,ok
2009_003806_aeroplane,aeroplane,0.0,0.0,0.01,10.63,0.23,ok
2010_005160_bus,bus,0.0,0.0,0.0,6.91,0.3,ok
2010_005160_motorbike,motorbike,0.0,0.0,0.0,17.52,0.3,ok
2010_005160_sheep,sheep,0.0,0.0,7.6,1.77,0.3,ok
2010_005432_car,car,0.0,0.0,2.98,45.64,0.29,ok
2008_006254_bicycle,bicycle,0.0,0.0,0.01,2.58,0.29,ok
2008_006254_car,car,0.0,0.0,0.0,20.74,0.29,ok
2008_006254_person,person,0.0,0.0,0.0,10.82,0.29,ok
2009_002604_bird,bird,0.0,0.0,0.0,1.31,0.23,ok
2010_003716_aeroplane,aeroplane,0.0,0.0,0.0,14.35,0.22,ok
2008_001249_person,person,0.0,0.0,0.33,20.56,0.23,ok
2009_000074_motorbike,motorbike,0.0,0.0,0.0,24.91,0.31,ok
2009_000074_person,person,0.0,0.0,0.0,9.04,0.31,ok
2010_001331_cat,cat,0.0,0.0,6.22,24.82,0.23,ok
2007_001239_dog,dog,0.0,0.0,0.0,21.22,0.23,ok
2010_000814_bird,bird,0.0,0.0,2.21,47.27,0.31,ok
2008_002269_bicycle,bicycle,0.0,0.0,0.0,14.03,0.24,ok
2009_003063_dog,dog,0.0,0.0,0.02,7.39,0.29,ok
2011_002075_diningtable,diningtable,0.0,0.0,0.7,11.01,0.3,ok
2011_002075_person,person,0.0,0.0,0.0,31.76,0.3,ok
2011_001726_pottedplant,pottedplant,0.0,0.0,0.0,0.18,0.3,ok
2011_001726_tvmonitor,tvmonitor,0.0,0.0,5.13,2.09,0.3,ok
2008_008393_horse,horse,0.0,0.0,4.14,71.75,0.24,ok
2010_002142_bird,bird,0.0,0.0,0.05,6.23,0.28,ok
2007_003957_train,train,0.0,0.0,8.79,20.87,0.25,ok
2007_002539_bus,bus,0.0014,0.0028,0.13,90.76,0.29,ok
2007_002539_person,person,0.0,0.0,0.0,7.27,0.3,ok
2009_003071_chair,chair,0.0,0.0,0.0,12.53,0.25,ok
2009_003071_diningtable,diningtable,0.0,0.0,0.07,32.24,0.25,ok
2009_003071_person,person,0.0,0.0,0.0,6.42,0.25,ok
2007_009817_bird,bird,0.0038,0.0075,2.25,17.11,0.31,ok
2010_001403_bus,bus,0.0,0.0,0.0,58.98,0.28,ok
2010_001403_car,car,0.0,0.0,0.0,4.48,0.28,ok
2008_001547_person,person,0.0,0.0,0.0,6.34,0.22,ok
2010_005922_cow,cow,0.0,0.0,0.0,0.85,0.25,ok
2010_000318_tvmonitor,tvmonitor,0.0,0.0,0.01,20.71,0.26,ok
2007_005626_train,train,0.0,0.0,0.0,52.69,0.25,ok
2008_000123_bird,bird,0.0,0.0,0.0,3.1,0.23,ok
2010_001563_dog,dog,0.0,0.0,0.12,1.1,0.27,ok
2010_001563_person,person,0.0,0.0,0.0,3.38,0.27,ok
2011_002358_bottle,bottle,0.0,0.0,0.0,0.43,0.32,ok
2011_002358_chair,chair,0.0,0.0,0.0,5.41,0.32,ok
2011_002358_diningtable,diningtable,0.0,0.0,0.0,15.52,0.32,ok
2011_002358_person,person,0.0,0.0,0.0,26.05,0.32,ok
2010_006026_sheep,sheep,0.0,0.0,10.18,1.37,0.26,ok
2009_005156_bicycle,bicycle,0.0003,0.0005,0.0,3.24,0.28,ok
2009_003576_motorbike,motorbike,0.0,0.0,0.0,4.19,0.3,ok
2009_003576_person,person,0.0,0.0,1.69,8.43,0.3,ok
2007_005813_pottedplant,pottedplant,0.0006,0.0013,0.01,4.17,0.26,ok
2007_000572_bicycle,bicycle,0.0,0.0,0.08,3.96,0.27,ok
2008_006229_boat,boat,0.0,0.0,1.7,9.56,0.23,ok
2008_007120_bird,bird,0.0,0.0,0.0,12.19,0.24,ok
2010_003123_bicycle,bicycle,0.0,0.0,0.0,0.14,0.29,ok
2010_003123_car,car,0.0,0.0,0.0,2.23,0.29,ok
2010_003123_pottedplant,pottedplant,0.0,0.0,2.2,57.3,0.29,ok
2010_005401_boat,boat,0.0006,0.0012,5.67,26.14,0.23,ok
2010_002017_bottle,bottle,0.0,0.0,0.01,2.58,0.36,ok
2010_002017_car,car,0.0,0.0,0.01,8.18,0.36,ok
2010_002017_chair,chair,0.0,0.0,0.0,4.16,0.36,ok
2010_002017_person,person,0.0,0.0,0.0,11.28,0.36,ok
2009_003696_aeroplane,aeroplane,0.0,0.0,4.46,12.66,0.24,ok
2011_001665_chair,chair,0.0,0.0,0.09,3.32,0.42,ok
2011_001665_diningtable,diningtable,0.0,0.0,0.02,34.69,0.42,ok
2007_003101_bus,bus,0.0,0.0,0.01,68.97,0.39,ok
2007_003101_car,car,0.0,0.0,0.0,0.27,0.39,ok
2010_001448_aeroplane,aeroplane,0.0,0.0,0.0,11.65,0.22,ok
2007_006647_motorbike,motorbike,0.0,0.0,0.01,36.19,0.38,ok
2007_006647_person,person,0.0,0.0,0.0,16.33,0.38,ok
2010_000683_cat,cat,0.0,0.0,0.0,65.25,0.26,ok
2008_001260_boat,boat,0.0,0.0,0.71,16.3,0.24,ok
2007_006678_sheep,sheep,0.0,0.0,0.0,30.07,0.26,ok
2010_000622_aeroplane,aeroplane,0.0,0.0,0.89,11.08,0.26,ok
2008_004701_cow,cow,0.0,0.0,0.0,56.03,0.22,ok
2008_007548_cat,cat,0.0,0.0,8.2,11.35,0.24,ok
2007_007534_sheep,sheep,0.0,0.0001,0.47,53.47,0.23,ok
2010_000874_horse,horse,0.0,0.0,0.1,45.57,0.29,ok
2010_005888_aeroplane,aeroplane,0.0,0.0,0.0,2.46,0.21,ok
2008_007804_bus,bus,0.0,0.0,0.0,0.74,0.3,ok
2008_007804_car,car,0.0,0.0,0.0,23.3,0.3,ok
2008_000992_person,person,0.0,0.0,0.7,28.89,0.24,ok
2010_000572_aeroplane,aeroplane,0.0,0.0,0.0,8.39,0.21,ok
2009_003703_bus,bus,0.0004,0.0007,12.24,41.52,0.25,ok
2009_004507_dog,dog,0.0,0.0,0.0,27.64,0.28,ok
2009_004507_person,person,0.0,0.0,0.0,10.48,0.28,ok
2008_001013_boat,boat,0.0,0.0,6.74,34.33,0.3,ok
2008_001013_person,person,0.0,0.0,0.0,2.22,0.3,ok
2009_000998_bird,bird,0.0,0.0,0.01,12.51,0.24,ok
2009_003903_horse,horse,0.0,0.0,0.09,12.14,0.25,ok
2010_001104_train,train,0.0,0.0,0.0,6.36,0.21,ok
2007_009794_cat,cat,0.0006,0.0012,0.03,56.78,0.23,ok
2010_004635_cow,cow,0.0,0.0,0.0,12.75,0.27,ok
2009_001278_bottle,bottle,0.0,0.0,6.21,2.21,0.24,ok
2010_003362_bird,bird,0.0,0.0,0.01,30.6,0.29,ok
2007_004275_motorbike,motorbike,0.0,0.0,0.01,23.67,0.32,ok
2007_004275_person,person,0.0,0.0,0.0,7.38,0.32,ok
2007_004275_pottedplant,pottedplant,0.0,0.0,0.0,1.22,0.32,ok
2008_001514_bird,bird,0.0,0.0,0.01,4.56,0.24,ok
2009_002527_cat,cat,0.0,0.0,0.06,24.97,0.27,ok
2011_001862_chair,chair,0.0,0.0,0.0,0.43,0.31,ok
2011_001862_diningtable,diningtable,0.0,0.0,0.0,0.85,0.31,ok
2011_001862_dog,dog,0.0,0.0,0.0,1.18,0.31,ok
2011_001862_pottedplant,pottedplant,0.0,0.0,0.0,0.37,0.31,ok
2011_001862_sofa,sofa,0.0,0.0,0.05,10.16,0.31,ok
2007_001585_bottle,bottle,0.0,0.0,0.0,0.08,0.26,ok
2007_001585_person,person,0.0,0.0,0.0,6.25,0.26,ok
2007_001585_sofa,sofa,0.0,0.0,0.2,13.57,0.26,ok
2008_008301_bus,bus,0.0,0.0,14.57,38.49,0.22,ok
2007_002266_aeroplane,aeroplane,0.0,0.0,3.57,16.94,0.22,ok
2010_001451_horse,horse,0.0,0.0,0.0,53.15,0.24,ok
2011_001416_person,person,0.0,0.0,0.0,23.41,0.23,ok
2009_003542_cow,cow,0.0,0.0,0.0,33.49,0.24,ok
2009_002571_chair,chair,0.0,0.0,1.2,8.54,0.46,ok
2009_002571_diningtable,diningtable,0.0,0.0,0.0,2.54,0.46,ok
2009_002571_pottedplant,pottedplant,0.0,0.0,0.0,1.4,0.46,ok
2009_002571_sofa,sofa,0.0,0.0,0.0,9.47,0.46,ok
2007_003786_bus,bus,0.0,0.0,0.0,6.65,0.22,ok
2007_004033_motorbike,motorbike,0.0,0.0,0.0,16.3,0.32,ok
2007_004033_person,person,0.0,0.0,0.0,2.27,0.32,ok
2007_000346_bottle,bottle,0.0,0.0,7.66,7.81,0.28,ok
2007_000346_person,person,0.0,0.0,0.0,27.54,0.28,ok
2007_000464_cow,cow,0.0,0.0,0.0,6.54,0.23,ok
2010_004056_bottle,bottle,0.0,0.0,0.0,6.41,0.27,ok
2010_003768_car,car,0.0,0.0,0.01,3.44,0.25,ok
2009_002651_motorbike,motorbike,0.0,0.0,0.0,9.29,0.27,ok
2009_002651_person,person,0.0,0.0,0.0,2.91,0.28,ok
2011_000888_bus,bus,0.0,0.0,0.4,39.39,0.23,ok
