image_id,class_name,iou,dice,pred_coverage_pct,gt_coverage_pct,elapsed_s,status
MCUCXR_0104_1,lungs,0.0,0.0,0.01,34.39,0.22,ok
MCUCXR_0052_0,lungs,0.0,0.0,0.0,14.59,0.21,ok
MCUCXR_0390_1,lungs,0.0,0.0,4.02,26.39,0.22,ok
MCUCXR_0016_0,lungs,0.0,0.0,7.11,23.36,0.22,ok
MCUCXR_0182_1,lungs,0.0,0.0,2.81,26.89,0.22,ok
MCUCXR_0022_0,lungs,0.0,0.0,3.15,39.78,0.22,ok
MCUCXR_0090_0,lungs,0.0,0.0,0.0,38.61,0.22,ok
MCUCXR_0079_0,lungs,0.0,0.0,0.0,34.87,0.22,ok
MCUCXR_0006_0,lungs,0.0,0.0,4.67,21.31,0.22,ok
MCUCXR_0047_0,lungs,0.0,0.0,3.5,25.33,0.22,ok
MCUCXR_0334_1,lungs,0.0,0.0,0.0,23.16,0.22,ok
MCUCXR_0059_0,lungs,0.0,0.0,2.82,27.3,0.22,ok
MCUCXR_0060_0,lungs,0.0,0.0,0.0,9.87,0.22,ok
MCUCXR_0019_0,lungs,0.0,0.0,3.84,28.79,0.21,ok
MCUCXR_0063_0,lungs,0.0,0.0,1.22,25.86,0.21,ok
MCUCXR_0352_1,lungs,0.0,0.0,0.0,24.58,0.21,ok
MCUCXR_0020_0,lungs,0.0,0.0,0.0,27.33,0.21,ok
MCUCXR_0223_1,lungs,0.0,0.0,0.09,26.57,0.21,ok
MCUCXR_0254_1,lungs,0.0,0.0,4.94,32.73,0.21,ok
MCUCXR_0350_1,lungs,0.0,0.0,0.0,28.68,0.22,ok
MCUCXR_0027_0,lungs,0.0,0.0,0.0,22.06,0.21,ok
MCUCXR_0264_1,lungs,0.0,0.0,0.0,25.93,0.2,ok
MCUCXR_0058_0,lungs,0.0,0.0,0.0,20.34,0.22,ok
MCUCXR_0072_0,lungs,0.0,0.0,0.0,25.66,0.23,ok
MCUCXR_0301_1,lungs,0.0,0.0,0.0,30.0,0.22,ok
MCUCXR_0028_0,lungs,0.0,0.0,0.0,18.39,0.21,ok
MCUCXR_0258_1,lungs,0.0,0.0,0.0,17.13,0.21,ok
MCUCXR_0195_1,lungs,0.0,0.0,0.73,23.71,0.21,ok
MCUCXR_0001_0,lungs,0.0,0.0,0.0,24.18,0.2,ok
MCUCXR_0228_1,lungs,0.0,0.0,0.0,27.34,0.21,ok
MCUCXR_0375_1,lungs,0.0,0.0,2.62,26.21,0.22,ok
MCUCXR_0099_0,lungs,0.0,0.0,0.0,33.48,0.21,ok
MCUCXR_0383_1,lungs,0.0,0.0,0.0,23.06,0.21,ok
MCUCXR_0399_1,lungs,0.0,0.0,2.62,20.62,0.22,ok
