strategy,granularity,patches_per_drop,dropout_rounds,threshold,miou,miou_pct,mdice,mdice_pct,mask_coverage_mean,elapsed_s,status
superpixel,128,10,2,0.1,,,,,,0.1,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
superpixel,128,10,2,0.2,,,,,,0.1,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
superpixel,256,10,0,0.05,,,,,,0.11,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
superpixel,256,10,0,0.1,,,,,,0.1,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
superpixel,256,10,0,0.2,,,,,,0.1,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
superpixel,256,10,1,0.05,,,,,,0.1,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
superpixel,256,10,1,0.1,,,,,,0.1,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
superpixel,256,10,1,0.2,,,,,,0.1,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
superpixel,256,10,2,0.05,,,,,,0.1,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
superpixel,256,10,2,0.1,,,,,,0.1,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
superpixel,256,10,2,0.2,,,,,,0.09,"error:CUDA out of memory. Tried to allocate 12.00 MiB. GPU 0 has a total capacity of 94.96 GiB of which 3.12 MiB is free. Process 1014687 has 5.28 GiB memory in use. Including non-PyTorch memory, this process has 89.62 GiB memory in use. Of the allocated memory 86.95 GiB is allocated by PyTorch, and 2.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
